wl,n
1.798,3.54367
1.799,3.54367
1.800,3.54368
1.801,3.54368
1.802,3.54368
1.803,3.54369
1.804,3.54369
1.805,3.54369
1.806,3.54370
1.807,3.54370
1.808,3.54371
1.809,3.54371
1.810,3.54371
1.811,3.54372
1.812,3.54372
1.813,3.54372
1.814,3.54373
1.815,3.54373
1.816,3.54373
1.817,3.54374
1.818,3.54374
1.819,3.54374
1.820,3.54375
1.821,3.54375
1.822,3.54375
1.823,3.54375
1.824,3.54376
1.825,3.54376
1.826,3.54376
1.827,3.54377
1.828,3.54377
1.829,3.54377
1.830,3.54377
1.831,3.54378
1.832,3.54378
1.833,3.54378
1.834,3.54378
1.835,3.54379
1.836,3.54379
1.837,3.54379
1.838,3.54379
1.839,3.54379
1.840,3.54380
1.841,3.54380
1.842,3.54380
1.843,3.54380
1.844,3.54380
1.845,3.54381
1.846,3.54381
1.847,3.54381
1.848,3.54381
1.849,3.54381
1.850,3.54381
1.851,3.54382
1.852,3.54382
1.853,3.54382
1.854,3.54382
1.855,3.54382
1.856,3.54382
1.857,3.54383
1.858,3.54383
1.859,3.54383
1.860,3.54383
1.861,3.54383
1.862,3.54383
1.863,3.54383
1.864,3.54383
1.865,3.54383
1.866,3.54384
1.867,3.54384
1.868,3.54384
1.869,3.54384
1.870,3.54384
1.871,3.54384
1.872,3.54384
1.873,3.54384
1.874,3.54384
1.875,3.54384
1.876,3.54384
1.877,3.54384
1.878,3.54384
1.879,3.54384
1.880,3.54384
1.881,3.54384
1.882,3.54385
1.883,3.54385
1.884,3.54385
1.885,3.54385
1.886,3.54385
1.887,3.54385
1.888,3.54385
1.889,3.54385
1.890,3.54385
1.891,3.54385
1.892,3.54385
1.893,3.54385
1.894,3.54385
1.895,3.54384
1.896,3.54384
1.897,3.54384
1.898,3.54384
1.899,3.54384
1.900,3.54384
1.901,3.54384
1.902,3.54384
1.903,3.54384
1.904,3.54384
1.905,3.54384
1.906,3.54384
1.907,3.54384
1.908,3.54384
1.909,3.54384
1.910,3.54384
1.911,3.54383
1.912,3.54383
1.913,3.54383
1.914,3.54383
1.915,3.54383
1.916,3.54383
1.917,3.54383
1.918,3.54383
1.919,3.54383
1.920,3.54382
1.921,3.54382
1.922,3.54382
1.923,3.54382
1.924,3.54382
1.925,3.54382
1.926,3.54382
1.927,3.54381
1.928,3.54381
1.929,3.54381
1.930,3.54381
1.931,3.54381
1.932,3.54381
1.933,3.54380
1.934,3.54380
1.935,3.54380
1.936,3.54380
1.937,3.54380
1.938,3.54380
1.939,3.54379
1.940,3.54379
1.941,3.54379
1.942,3.54379
1.943,3.54378
1.944,3.54378
1.945,3.54378
1.946,3.54378
1.947,3.54378
1.948,3.54377
1.949,3.54377
1.950,3.54377
1.951,3.54377
1.952,3.54376
1.953,3.54376
1.954,3.54376
1.955,3.54376
1.956,3.54375
1.957,3.54375
1.958,3.54375
1.959,3.54374
1.960,3.54374
1.961,3.54374
1.962,3.54374
1.963,3.54373
1.964,3.54373
1.965,3.54373
1.966,3.54372
1.967,3.54372
1.968,3.54372
1.969,3.54371
1.970,3.54371
1.971,3.54371
1.972,3.54371
1.973,3.54370
1.974,3.54370
1.975,3.54370
1.976,3.54369
1.977,3.54369
1.978,3.54369
1.979,3.54368
1.980,3.54368
1.981,3.54367
1.982,3.54367
1.983,3.54367
1.984,3.54366
1.985,3.54366
1.986,3.54366
1.987,3.54365
1.988,3.54365
1.989,3.54364
1.990,3.54364
1.991,3.54364
1.992,3.54363
1.993,3.54363
1.994,3.54362
1.995,3.54362
1.996,3.54362
1.997,3.54361
1.998,3.54361
1.999,3.54360
2.000,3.54360
2.001,3.54360
2.002,3.54359
2.003,3.54359
2.004,3.54358
2.005,3.54358
2.006,3.54357
2.007,3.54357
2.008,3.54357
2.009,3.54356
2.010,3.54356
2.011,3.54355
2.012,3.54355
2.013,3.54354
2.014,3.54354
2.015,3.54353
2.016,3.54353
2.017,3.54352
2.018,3.54352
2.019,3.54351
2.020,3.54351
2.021,3.54350
2.022,3.54350
2.023,3.54349
2.024,3.54349
2.025,3.54348
2.026,3.54348
2.027,3.54347
2.028,3.54347
2.029,3.54346
2.030,3.54346
2.031,3.54345
2.032,3.54345
2.033,3.54344
2.034,3.54344
2.035,3.54343
2.036,3.54343
2.037,3.54342
2.038,3.54341
2.039,3.54341
2.040,3.54340
2.041,3.54340
2.042,3.54339
2.043,3.54339
2.044,3.54338
2.045,3.54338
2.046,3.54337
2.047,3.54336
2.048,3.54336
2.049,3.54335
2.050,3.54335
2.051,3.54334
2.052,3.54333
2.053,3.54333
2.054,3.54332
2.055,3.54332
2.056,3.54331
2.057,3.54330
2.058,3.54330
2.059,3.54329
2.060,3.54329
2.061,3.54328
2.062,3.54327
2.063,3.54327
2.064,3.54326
2.065,3.54325
2.066,3.54325
2.067,3.54324
2.068,3.54324
2.069,3.54323
2.070,3.54322
2.071,3.54322
2.072,3.54321
2.073,3.54320
2.074,3.54320
2.075,3.54319
2.076,3.54318
2.077,3.54318
2.078,3.54317
2.079,3.54316
2.080,3.54316
2.081,3.54315
2.082,3.54314
2.083,3.54314
2.084,3.54313
2.085,3.54312
2.086,3.54311
2.087,3.54311
2.088,3.54310
2.089,3.54309
2.090,3.54309
2.091,3.54308
2.092,3.54307
2.093,3.54307
2.094,3.54306
2.095,3.54305
2.096,3.54304
2.097,3.54304
2.098,3.54303
2.099,3.54302
2.100,3.54301
2.101,3.54301
2.102,3.54300
2.103,3.54299
2.104,3.54298
2.105,3.54298
2.106,3.54297
2.107,3.54296
2.108,3.54295
2.109,3.54295
2.110,3.54294
2.111,3.54293
2.112,3.54292
2.113,3.54292
2.114,3.54291
2.115,3.54290
2.116,3.54289
2.117,3.54289
2.118,3.54288
2.119,3.54287
2.120,3.54286
2.121,3.54285
2.122,3.54285
2.123,3.54284
2.124,3.54283
2.125,3.54282
2.126,3.54281
2.127,3.54281
2.128,3.54280
2.129,3.54279
2.130,3.54278
2.131,3.54277
2.132,3.54276
2.133,3.54276
2.134,3.54275
2.135,3.54274
2.136,3.54273
2.137,3.54272
2.138,3.54271
2.139,3.54271
2.140,3.54270
2.141,3.54269
2.142,3.54268
2.143,3.54267
2.144,3.54266
2.145,3.54266
2.146,3.54265
2.147,3.54264
2.148,3.54263
2.149,3.54262
2.150,3.54261
2.151,3.54260
2.152,3.54259
2.153,3.54259
2.154,3.54258
2.155,3.54257
2.156,3.54256
2.157,3.54255
2.158,3.54254
2.159,3.54253
2.160,3.54252
2.161,3.54251
2.162,3.54251
2.163,3.54250
2.164,3.54249
2.165,3.54248
2.166,3.54247
2.167,3.54246
2.168,3.54245
2.169,3.54244
2.170,3.54243
2.171,3.54242
2.172,3.54241
2.173,3.54240
2.174,3.54240
2.175,3.54239
2.176,3.54238
2.177,3.54237
2.178,3.54236
2.179,3.54235
2.180,3.54234
2.181,3.54233
2.182,3.54232
2.183,3.54231
2.184,3.54230
2.185,3.54229
2.186,3.54228
2.187,3.54227
2.188,3.54226
2.189,3.54225
2.190,3.54224
2.191,3.54223
2.192,3.54222
2.193,3.54221
2.194,3.54220
2.195,3.54219
2.196,3.54218
2.197,3.54217
2.198,3.54216
2.199,3.54215
2.200,3.54214
2.201,3.54213
2.202,3.54212
2.203,3.54211
2.204,3.54210
2.205,3.54209
2.206,3.54208
2.207,3.54207
2.208,3.54206
2.209,3.54205
2.210,3.54204
2.211,3.54203
2.212,3.54202
2.213,3.54201
2.214,3.54200
2.215,3.54199
2.216,3.54198
2.217,3.54197
2.218,3.54196
2.219,3.54195
2.220,3.54194
2.221,3.54193
2.222,3.54192
2.223,3.54191
2.224,3.54190
2.225,3.54189
2.226,3.54188
2.227,3.54187
2.228,3.54186
2.229,3.54185
2.230,3.54184
2.231,3.54183
2.232,3.54181
2.233,3.54180
2.234,3.54179
2.235,3.54178
2.236,3.54177
2.237,3.54176
2.238,3.54175
2.239,3.54174
2.240,3.54173
2.241,3.54172
2.242,3.54171
2.243,3.54170
2.244,3.54169
2.245,3.54167
2.246,3.54166
2.247,3.54165
2.248,3.54164
2.249,3.54163
2.250,3.54162
2.251,3.54161
2.252,3.54160
2.253,3.54159
2.254,3.54157
2.255,3.54156
2.256,3.54155
2.257,3.54154
2.258,3.54153
2.259,3.54152
2.260,3.54151
2.261,3.54150
2.262,3.54148
2.263,3.54147
2.264,3.54146
2.265,3.54145
2.266,3.54144
2.267,3.54143
2.268,3.54142
2.269,3.54141
2.270,3.54139
2.271,3.54138
2.272,3.54137
2.273,3.54136
2.274,3.54135
2.275,3.54134
2.276,3.54132
2.277,3.54131
2.278,3.54130
2.279,3.54129
2.280,3.54128
2.281,3.54127
2.282,3.54125
2.283,3.54124
2.284,3.54123
2.285,3.54122
2.286,3.54121
2.287,3.54120
2.288,3.54118
2.289,3.54117
2.290,3.54116
2.291,3.54115
2.292,3.54114
2.293,3.54112
2.294,3.54111
2.295,3.54110
2.296,3.54109
2.297,3.54108
2.298,3.54106
2.299,3.54105
2.300,3.54104
2.301,3.54103
2.302,3.54102
2.303,3.54100
2.304,3.54099
2.305,3.54098
2.306,3.54097
2.307,3.54096
2.308,3.54094
2.309,3.54093
2.310,3.54092
2.311,3.54091
2.312,3.54089
2.313,3.54088
2.314,3.54087
2.315,3.54086
2.316,3.54085
2.317,3.54083
2.318,3.54082
2.319,3.54081
2.320,3.54080
2.321,3.54078
2.322,3.54077
2.323,3.54076
2.324,3.54075
2.325,3.54073
2.326,3.54072
2.327,3.54071
2.328,3.54070
2.329,3.54068
2.330,3.54067
2.331,3.54066
2.332,3.54065
2.333,3.54063
2.334,3.54062
2.335,3.54061
2.336,3.54059
2.337,3.54058
2.338,3.54057
2.339,3.54056
2.340,3.54054
2.341,3.54053
2.342,3.54052
2.343,3.54050
2.344,3.54049
2.345,3.54048
2.346,3.54047
2.347,3.54045
2.348,3.54044
2.349,3.54043
2.350,3.54041
2.351,3.54040
2.352,3.54039
2.353,3.54038
2.354,3.54036
2.355,3.54035
2.356,3.54034
2.357,3.54032
2.358,3.54031
2.359,3.54030
2.360,3.54028
2.361,3.54027
2.362,3.54026
2.363,3.54024
2.364,3.54023
2.365,3.54022
2.366,3.54020
2.367,3.54019
2.368,3.54018
2.369,3.54016
2.370,3.54015
2.371,3.54014
2.372,3.54012
2.373,3.54011
2.374,3.54010
2.375,3.54008
2.376,3.54007
2.377,3.54006
2.378,3.54004
2.379,3.54003
2.380,3.54002
2.381,3.54000
2.382,3.53999
2.383,3.53998
2.384,3.53996
2.385,3.53995
2.386,3.53994
2.387,3.53992
2.388,3.53991
2.389,3.53990
2.390,3.53988
2.391,3.53987
2.392,3.53985
2.393,3.53984
2.394,3.53983
2.395,3.53981
2.396,3.53980
2.397,3.53979
2.398,3.53977
2.399,3.53976
2.400,3.53974
2.401,3.53973
2.402,3.53972
2.403,3.53970
2.404,3.53969
2.405,3.53968
2.406,3.53966
2.407,3.53965
2.408,3.53963
2.409,3.53962
2.410,3.53961
2.411,3.53959
2.412,3.53958
2.413,3.53956
2.414,3.53955
2.415,3.53954
2.416,3.53952
2.417,3.53951
2.418,3.53949
2.419,3.53948
2.420,3.53947
2.421,3.53945
2.422,3.53944
2.423,3.53942
2.424,3.53941
2.425,3.53940
2.426,3.53938
2.427,3.53937
2.428,3.53935
2.429,3.53934
2.430,3.53932
2.431,3.53931
2.432,3.53930
2.433,3.53928
2.434,3.53927
2.435,3.53925
2.436,3.53924
2.437,3.53922
2.438,3.53921
2.439,3.53920
2.440,3.53918
2.441,3.53917
2.442,3.53915
2.443,3.53914
2.444,3.53912
2.445,3.53911
2.446,3.53909
2.447,3.53908
2.448,3.53907
2.449,3.53905
2.450,3.53904
2.451,3.53902
2.452,3.53901
2.453,3.53899
2.454,3.53898
2.455,3.53896
2.456,3.53895
2.457,3.53893
2.458,3.53892
2.459,3.53890
2.460,3.53889
2.461,3.53888
2.462,3.53886
2.463,3.53885
2.464,3.53883
2.465,3.53882
2.466,3.53880
2.467,3.53879
2.468,3.53877
2.469,3.53876
2.470,3.53874
2.471,3.53873
2.472,3.53871
2.473,3.53870
2.474,3.53868
2.475,3.53867
2.476,3.53865
2.477,3.53864
2.478,3.53862
2.479,3.53861
2.480,3.53859
2.481,3.53858
2.482,3.53856
2.483,3.53855
2.484,3.53853
2.485,3.53852
2.486,3.53850
2.487,3.53849
2.488,3.53847
2.489,3.53846
2.490,3.53844
2.491,3.53843
2.492,3.53841
2.493,3.53840
2.494,3.53838
2.495,3.53837
2.496,3.53835
2.497,3.53834
2.498,3.53832
2.499,3.53831
2.500,3.53829
2.501,3.53828
2.502,3.53826
2.503,3.53825
2.504,3.53823
2.505,3.53822
2.506,3.53820
2.507,3.53819
2.508,3.53817
2.509,3.53816
2.510,3.53814
2.511,3.53812
2.512,3.53811
2.513,3.53809
2.514,3.53808
2.515,3.53806
2.516,3.53805
2.517,3.53803
2.518,3.53802
2.519,3.53800
2.520,3.53799
2.521,3.53797
2.522,3.53796
2.523,3.53794
2.524,3.53792
2.525,3.53791
2.526,3.53789
2.527,3.53788
2.528,3.53786
2.529,3.53785
2.530,3.53783
2.531,3.53782
2.532,3.53780
2.533,3.53778
2.534,3.53777
2.535,3.53775
2.536,3.53774
2.537,3.53772
2.538,3.53771
2.539,3.53769
2.540,3.53768
2.541,3.53766
2.542,3.53764
2.543,3.53763
2.544,3.53761
2.545,3.53760
2.546,3.53758
2.547,3.53756
2.548,3.53755
2.549,3.53753
2.550,3.53752
2.551,3.53750
2.552,3.53749
2.553,3.53747
2.554,3.53745
2.555,3.53744
2.556,3.53742
2.557,3.53741
2.558,3.53739
2.559,3.53738
2.560,3.53736
2.561,3.53734
2.562,3.53733
2.563,3.53731
2.564,3.53730
2.565,3.53728
2.566,3.53726
2.567,3.53725
2.568,3.53723
2.569,3.53722
2.570,3.53720
2.571,3.53718
2.572,3.53717
2.573,3.53715
2.574,3.53714
2.575,3.53712
2.576,3.53710
2.577,3.53709
2.578,3.53707
2.579,3.53706
2.580,3.53704
2.581,3.53702
2.582,3.53701
2.583,3.53699
2.584,3.53697
2.585,3.53696
2.586,3.53694
2.587,3.53693
2.588,3.53691
2.589,3.53689
2.590,3.53688
2.591,3.53686
2.592,3.53684
2.593,3.53683
2.594,3.53681
2.595,3.53680
2.596,3.53678
2.597,3.53676
2.598,3.53675
2.599,3.53673
2.600,3.53671
2.601,3.53670
2.602,3.53668
2.603,3.53667
2.604,3.53665
2.605,3.53663
2.606,3.53662
2.607,3.53660
2.608,3.53658
2.609,3.53657
2.610,3.53655
2.611,3.53653
2.612,3.53652
2.613,3.53650
2.614,3.53648
2.615,3.53647
2.616,3.53645
2.617,3.53644
2.618,3.53642
2.619,3.53640
2.620,3.53639
2.621,3.53637
2.622,3.53635
2.623,3.53634
2.624,3.53632
2.625,3.53630
2.626,3.53629
2.627,3.53627
2.628,3.53625
2.629,3.53624
2.630,3.53622
2.631,3.53620
2.632,3.53619
2.633,3.53617
2.634,3.53615
2.635,3.53614
2.636,3.53612
2.637,3.53610
2.638,3.53609
2.639,3.53607
2.640,3.53605
2.641,3.53604
2.642,3.53602
2.643,3.53600
2.644,3.53599
2.645,3.53597
2.646,3.53595
2.647,3.53594
2.648,3.53592
2.649,3.53590
2.650,3.53589
2.651,3.53587
2.652,3.53585
2.653,3.53584
2.654,3.53582
2.655,3.53580
2.656,3.53579
2.657,3.53577
2.658,3.53575
2.659,3.53573
2.660,3.53572
2.661,3.53570
2.662,3.53568
2.663,3.53567
2.664,3.53565
2.665,3.53563
2.666,3.53562
2.667,3.53560
2.668,3.53558
2.669,3.53557
2.670,3.53555
2.671,3.53553
2.672,3.53551
2.673,3.53550
2.674,3.53548
2.675,3.53546
2.676,3.53545
2.677,3.53543
2.678,3.53541
2.679,3.53540
2.680,3.53538
2.681,3.53536
2.682,3.53534
2.683,3.53533
2.684,3.53531
2.685,3.53529
2.686,3.53528
2.687,3.53526
2.688,3.53524
2.689,3.53522
2.690,3.53521
2.691,3.53519
2.692,3.53517
2.693,3.53516
2.694,3.53514
2.695,3.53512
2.696,3.53510
2.697,3.53509
2.698,3.53507
2.699,3.53505
2.700,3.53504
2.701,3.53502
2.702,3.53500
2.703,3.53498
2.704,3.53497
2.705,3.53495
2.706,3.53493
2.707,3.53491
2.708,3.53490
2.709,3.53488
2.710,3.53486
2.711,3.53485
2.712,3.53483
2.713,3.53481
2.714,3.53479
2.715,3.53478
2.716,3.53476
2.717,3.53474
2.718,3.53472
2.719,3.53471
2.720,3.53469
2.721,3.53467
2.722,3.53465
2.723,3.53464
2.724,3.53462
2.725,3.53460
2.726,3.53458
2.727,3.53457
2.728,3.53455
2.729,3.53453
2.730,3.53452
2.731,3.53450
2.732,3.53448
2.733,3.53446
2.734,3.53445
2.735,3.53443
2.736,3.53441
2.737,3.53439
2.738,3.53438
2.739,3.53436
2.740,3.53434
2.741,3.53432
2.742,3.53431
2.743,3.53429
2.744,3.53427
2.745,3.53425
2.746,3.53424
2.747,3.53422
2.748,3.53420
2.749,3.53418
2.750,3.53416
2.751,3.53415
2.752,3.53413
2.753,3.53411
2.754,3.53409
2.755,3.53408
2.756,3.53406
2.757,3.53404
2.758,3.53402
2.759,3.53401
2.760,3.53399
2.761,3.53397
2.762,3.53395
2.763,3.53394
2.764,3.53392
2.765,3.53390
2.766,3.53388
2.767,3.53386
2.768,3.53385
2.769,3.53383
2.770,3.53381
2.771,3.53379
2.772,3.53378
2.773,3.53376
2.774,3.53374
2.775,3.53372
2.776,3.53370
2.777,3.53369
2.778,3.53367
2.779,3.53365
2.780,3.53363
2.781,3.53362
2.782,3.53360
2.783,3.53358
2.784,3.53356
2.785,3.53354
2.786,3.53353
2.787,3.53351
2.788,3.53349
2.789,3.53347
2.790,3.53346
2.791,3.53344
2.792,3.53342
2.793,3.53340
2.794,3.53338
2.795,3.53337
2.796,3.53335
2.797,3.53333
2.798,3.53331
2.799,3.53329
2.800,3.53328
2.801,3.53326
2.802,3.53324
2.803,3.53322
2.804,3.53320
2.805,3.53319
2.806,3.53317
2.807,3.53315
2.808,3.53313
2.809,3.53311
2.810,3.53310
2.811,3.53308
2.812,3.53306
2.813,3.53304
2.814,3.53302
2.815,3.53301
2.816,3.53299
2.817,3.53297
2.818,3.53295
2.819,3.53293
2.820,3.53292
2.821,3.53290
2.822,3.53288
2.823,3.53286
2.824,3.53284
2.825,3.53283
2.826,3.53281
2.827,3.53279
2.828,3.53277
2.829,3.53275
2.830,3.53274
2.831,3.53272
2.832,3.53270
2.833,3.53268
2.834,3.53266
2.835,3.53265
2.836,3.53263
2.837,3.53261
2.838,3.53259
2.839,3.53257
2.840,3.53255
2.841,3.53254
2.842,3.53252
2.843,3.53250
2.844,3.53248
2.845,3.53246
2.846,3.53245
2.847,3.53243
2.848,3.53241
2.849,3.53239
2.850,3.53237
2.851,3.53235
2.852,3.53234
2.853,3.53232
2.854,3.53230
2.855,3.53228
2.856,3.53226
2.857,3.53224
2.858,3.53223
2.859,3.53221
2.860,3.53219
2.861,3.53217
2.862,3.53215
2.863,3.53214
2.864,3.53212
2.865,3.53210
2.866,3.53208
2.867,3.53206
2.868,3.53204
2.869,3.53203
2.870,3.53201
2.871,3.53199
2.872,3.53197
2.873,3.53195
2.874,3.53193
2.875,3.53192
2.876,3.53190
2.877,3.53188
2.878,3.53186
2.879,3.53184
2.880,3.53182
2.881,3.53181
2.882,3.53179
2.883,3.53177
2.884,3.53175
2.885,3.53173
2.886,3.53171
2.887,3.53169
2.888,3.53168
2.889,3.53166
2.890,3.53164
2.891,3.53162
2.892,3.53160
2.893,3.53158
2.894,3.53157
2.895,3.53155
2.896,3.53153
2.897,3.53151
2.898,3.53149
2.899,3.53147
2.900,3.53146
2.901,3.53144
2.902,3.53142
2.903,3.53140
2.904,3.53138
2.905,3.53136
2.906,3.53134
2.907,3.53133
2.908,3.53131
2.909,3.53129
2.910,3.53127
2.911,3.53125
2.912,3.53123
2.913,3.53121
2.914,3.53120
2.915,3.53118
2.916,3.53116
2.917,3.53114
2.918,3.53112
2.919,3.53110
2.920,3.53108
2.921,3.53107
2.922,3.53105
2.923,3.53103
2.924,3.53101
2.925,3.53099
2.926,3.53097
2.927,3.53095
2.928,3.53094
2.929,3.53092
2.930,3.53090
2.931,3.53088
2.932,3.53086
2.933,3.53084
2.934,3.53082
2.935,3.53081
2.936,3.53079
2.937,3.53077
2.938,3.53075
2.939,3.53073
2.940,3.53071
2.941,3.53069
2.942,3.53068
2.943,3.53066
2.944,3.53064
2.945,3.53062
2.946,3.53060
2.947,3.53058
2.948,3.53056
2.949,3.53054
2.950,3.53053
2.951,3.53051
2.952,3.53049
2.953,3.53047
2.954,3.53045
2.955,3.53043
2.956,3.53041
2.957,3.53039
2.958,3.53038
2.959,3.53036
2.960,3.53034
2.961,3.53032
2.962,3.53030
2.963,3.53028
2.964,3.53026
2.965,3.53025
2.966,3.53023
2.967,3.53021
2.968,3.53019
2.969,3.53017
2.970,3.53015
2.971,3.53013
2.972,3.53011
2.973,3.53009
2.974,3.53008
2.975,3.53006
2.976,3.53004
2.977,3.53002
2.978,3.53000
2.979,3.52998
2.980,3.52996
2.981,3.52994
2.982,3.52993
2.983,3.52991
2.984,3.52989
2.985,3.52987
2.986,3.52985
2.987,3.52983
2.988,3.52981
2.989,3.52979
2.990,3.52978
2.991,3.52976
2.992,3.52974
2.993,3.52972
2.994,3.52970
2.995,3.52968
2.996,3.52966
2.997,3.52964
2.998,3.52962
2.999,3.52961
3.000,3.52959
3.001,3.52957
3.002,3.52955
3.003,3.52953
3.004,3.52951
3.005,3.52949
3.006,3.52947
3.007,3.52945
3.008,3.52944
3.009,3.52942
3.010,3.52940
3.011,3.52938
3.012,3.52936
3.013,3.52934
3.014,3.52932
3.015,3.52930
3.016,3.52928
3.017,3.52927
3.018,3.52925
3.019,3.52923
3.020,3.52921
3.021,3.52919
3.022,3.52917
3.023,3.52915
3.024,3.52913
3.025,3.52911
3.026,3.52909
3.027,3.52908
3.028,3.52906
3.029,3.52904
3.030,3.52902
3.031,3.52900
3.032,3.52898
3.033,3.52896
3.034,3.52894
3.035,3.52892
3.036,3.52890
3.037,3.52889
3.038,3.52887
3.039,3.52885
3.040,3.52883
3.041,3.52881
3.042,3.52879
3.043,3.52877
3.044,3.52875
3.045,3.52873
3.046,3.52871
3.047,3.52870
3.048,3.52868
3.049,3.52866
3.050,3.52864
3.051,3.52862
3.052,3.52860
3.053,3.52858
3.054,3.52856
3.055,3.52854
3.056,3.52852
3.057,3.52851
3.058,3.52849
3.059,3.52847
3.060,3.52845
3.061,3.52843
3.062,3.52841
3.063,3.52839
3.064,3.52837
3.065,3.52835
3.066,3.52833
3.067,3.52831
3.068,3.52830
3.069,3.52828
3.070,3.52826
3.071,3.52824
3.072,3.52822
3.073,3.52820
3.074,3.52818
3.075,3.52816
3.076,3.52814
3.077,3.52812
3.078,3.52810
3.079,3.52808
3.080,3.52807
3.081,3.52805
3.082,3.52803
3.083,3.52801
3.084,3.52799
3.085,3.52797
3.086,3.52795
3.087,3.52793
3.088,3.52791
3.089,3.52789
3.090,3.52787
3.091,3.52786
3.092,3.52784
3.093,3.52782
3.094,3.52780
3.095,3.52778
3.096,3.52776
3.097,3.52774
3.098,3.52772
3.099,3.52770
3.100,3.52768
3.101,3.52766
3.102,3.52764
3.103,3.52763
3.104,3.52761
3.105,3.52759
3.106,3.52757
3.107,3.52755
3.108,3.52753
3.109,3.52751
3.110,3.52749
3.111,3.52747
3.112,3.52745
3.113,3.52743
3.114,3.52741
3.115,3.52739
3.116,3.52738
3.117,3.52736
3.118,3.52734
3.119,3.52732
3.120,3.52730
3.121,3.52728
3.122,3.52726
3.123,3.52724
3.124,3.52722
3.125,3.52720
3.126,3.52718
3.127,3.52716
3.128,3.52715
3.129,3.52713
3.130,3.52711
3.131,3.52709
3.132,3.52707
3.133,3.52705
3.134,3.52703
3.135,3.52701
3.136,3.52699
3.137,3.52697
3.138,3.52695
3.139,3.52693
3.140,3.52691
3.141,3.52689
3.142,3.52688
3.143,3.52686
3.144,3.52684
3.145,3.52682
3.146,3.52680
3.147,3.52678
3.148,3.52676
3.149,3.52674
3.150,3.52672
3.151,3.52670
3.152,3.52668
3.153,3.52666
3.154,3.52664
3.155,3.52662
3.156,3.52661
3.157,3.52659
3.158,3.52657
3.159,3.52655
3.160,3.52653
3.161,3.52651
3.162,3.52649
3.163,3.52647
3.164,3.52645
3.165,3.52643
3.166,3.52641
3.167,3.52639
3.168,3.52637
3.169,3.52635
3.170,3.52634
3.171,3.52632
3.172,3.52630
3.173,3.52628
3.174,3.52626
3.175,3.52624
3.176,3.52622
3.177,3.52620
3.178,3.52618
3.179,3.52616
3.180,3.52614
3.181,3.52612
3.182,3.52610
3.183,3.52608
3.184,3.52606
3.185,3.52604
3.186,3.52603
3.187,3.52601
3.188,3.52599
3.189,3.52597
3.190,3.52595
3.191,3.52593
3.192,3.52591
3.193,3.52589
3.194,3.52587
3.195,3.52585
3.196,3.52583
3.197,3.52581
3.198,3.52579
3.199,3.52577
3.200,3.52575
3.201,3.52574
3.202,3.52572
3.203,3.52570
3.204,3.52568
3.205,3.52566
3.206,3.52564
3.207,3.52562
3.208,3.52560
3.209,3.52558
3.210,3.52556
3.211,3.52554
3.212,3.52552
3.213,3.52550
3.214,3.52548
3.215,3.52546
3.216,3.52544
3.217,3.52542
3.218,3.52541
3.219,3.52539
3.220,3.52537
3.221,3.52535
3.222,3.52533
3.223,3.52531
3.224,3.52529
3.225,3.52527
3.226,3.52525
3.227,3.52523
3.228,3.52521
3.229,3.52519
3.230,3.52517
3.231,3.52515
3.232,3.52513
3.233,3.52511
3.234,3.52509
3.235,3.52508
3.236,3.52506
3.237,3.52504
3.238,3.52502
3.239,3.52500
3.240,3.52498
3.241,3.52496
3.242,3.52494
3.243,3.52492
3.244,3.52490
3.245,3.52488
3.246,3.52486
3.247,3.52484
3.248,3.52482
3.249,3.52480
3.250,3.52478
3.251,3.52476
3.252,3.52475
3.253,3.52473
3.254,3.52471
3.255,3.52469
3.256,3.52467
3.257,3.52465
3.258,3.52463
3.259,3.52461
3.260,3.52459
3.261,3.52457
3.262,3.52455
3.263,3.52453
3.264,3.52451
3.265,3.52449
3.266,3.52447
3.267,3.52445
3.268,3.52443
3.269,3.52441
3.270,3.52439
3.271,3.52438
3.272,3.52436
3.273,3.52434
3.274,3.52432
3.275,3.52430
3.276,3.52428
3.277,3.52426
3.278,3.52424
3.279,3.52422
3.280,3.52420
3.281,3.52418
3.282,3.52416
3.283,3.52414
3.284,3.52412
3.285,3.52410
3.286,3.52408
3.287,3.52406
3.288,3.52404
3.289,3.52402
3.290,3.52401
3.291,3.52399
3.292,3.52397
3.293,3.52395
3.294,3.52393
3.295,3.52391
3.296,3.52389
3.297,3.52387
3.298,3.52385
3.299,3.52383
3.300,3.52381

wl,k
0.245,2.54737
0.246,2.54982
0.247,2.55202
0.248,2.55237
0.249,2.55158
0.250,2.54977
0.251,2.54588
0.252,2.54109
0.253,2.53492
0.254,2.52710
0.255,2.51843
0.256,2.50809
0.257,2.49657
0.258,2.48422
0.259,2.47021
0.260,2.45556
0.261,2.44001
0.262,2.42336
0.263,2.40620
0.264,2.38814
0.265,2.36962
0.266,2.35084
0.267,2.33155
0.268,2.31213
0.269,2.29258
0.270,2.27304
0.271,2.25357
0.272,2.23428
0.273,2.21526
0.274,2.19646
0.275,2.17839
0.276,2.16082
0.277,2.14367
0.278,2.12758
0.279,2.11194
0.280,2.09703
0.281,2.08316
0.282,2.07021
0.283,2.05823
0.284,2.04724
0.285,2.03728
0.286,2.02837
0.287,2.02054
0.288,2.01379
0.289,2.00811
0.290,2.00351
0.291,1.99996
0.292,1.99742
0.293,1.99584
0.294,1.99516
0.295,1.99529
