wl,n
15.5725,40.425
15.5824,40.450
15.5923,40.475
15.6022,40.501
15.6121,40.526
15.6220,40.552
15.6319,40.577
15.6418,40.602
15.6517,40.628
15.6616,40.653
15.6715,40.678
15.6814,40.704
15.6913,40.729
15.7013,40.754
15.7112,40.780
15.7211,40.805
15.7310,40.830
15.7409,40.856
15.7508,40.881
15.7607,40.906
15.7706,40.931
15.7805,40.957
15.7904,40.982
15.8003,41.007
15.8102,41.032
15.8201,41.057
15.8300,41.083
15.8399,41.108
15.8498,41.133
15.8597,41.158
15.8696,41.183
15.8795,41.208
15.8894,41.234
15.8993,41.259
15.9093,41.284
15.9192,41.309
15.9291,41.334
15.9390,41.359
15.9489,41.384
15.9588,41.409
15.9687,41.434
15.9786,41.460
15.9885,41.485
15.9984,41.510
16.0083,41.535
16.0182,41.560
16.0281,41.585
16.0380,41.610
16.0479,41.635
16.0578,41.660
16.0677,41.685
16.0776,41.710
16.0875,41.735
16.0974,41.760
16.1074,41.785
16.1173,41.810
16.1272,41.834
16.1371,41.859
16.1470,41.884
16.1569,41.909
16.1668,41.934
16.1767,41.959
16.1866,41.984
16.1965,42.009
16.2064,42.034
16.2163,42.058
16.2262,42.083
16.2361,42.108
16.2460,42.133
16.2559,42.158
16.2658,42.183
16.2757,42.207
16.2856,42.232
16.2955,42.257
16.3055,42.282
16.3154,42.307
16.3253,42.331
16.3352,42.356
16.3451,42.381
16.3550,42.405
16.3649,42.430
16.3748,42.455
16.3847,42.480
16.3946,42.504
16.4045,42.529
16.4144,42.554
16.4243,42.578
16.4342,42.603
16.4441,42.628
16.4540,42.652
16.4639,42.677
16.4738,42.702
16.4837,42.726
16.4936,42.751
16.5036,42.775
16.5135,42.800
16.5234,42.825
16.5333,42.849
16.5432,42.874
16.5531,42.898
16.5630,42.923
16.5729,42.947
16.5828,42.972
16.5927,42.996
16.6026,43.021
16.6125,43.045
16.6224,43.070
16.6323,43.094
16.6422,43.119
16.6521,43.143
16.6620,43.168
16.6719,43.192
16.6818,43.217
16.6917,43.241
16.7017,43.266
16.7116,43.290
16.7215,43.314
16.7314,43.339
16.7413,43.363
16.7512,43.388
16.7611,43.412
16.7710,43.436
16.7809,43.461
16.7908,43.485
16.8007,43.509
16.8106,43.534
16.8205,43.558
16.8304,43.582
16.8403,43.607
16.8502,43.631
16.8601,43.655
16.8700,43.680
16.8799,43.704
16.8898,43.728
16.8997,43.752
16.9097,43.777
16.9196,43.801
16.9295,43.825
16.9394,43.849
16.9493,43.874
16.9592,43.898
16.9691,43.922
16.9790,43.946
16.9889,43.970
16.9988,43.995
17.0087,44.019
17.0186,44.043
17.0285,44.067
17.0384,44.091
17.0483,44.115
17.0582,44.139
17.0681,44.164
17.0780,44.188
17.0879,44.212
17.0978,44.236
17.1078,44.260
17.1177,44.284
17.1276,44.308
17.1375,44.332
17.1474,44.356
17.1573,44.380
17.1672,44.404
17.1771,44.428
17.1870,44.452
17.1969,44.476
17.2068,44.500
17.2167,44.524
17.2266,44.548
17.2365,44.572
17.2464,44.596
17.2563,44.620
17.2662,44.644
17.2761,44.668
17.2860,44.692
17.2959,44.716
17.3059,44.740
17.3158,44.764
17.3257,44.788
17.3356,44.811
17.3455,44.835
17.3554,44.859
17.3653,44.883
17.3752,44.907
17.3851,44.931
17.3950,44.955
17.4049,44.978
17.4148,45.002
17.4247,45.026
17.4346,45.050
17.4445,45.074
17.4544,45.098
17.4643,45.121
17.4742,45.145
17.4841,45.169
17.4940,45.193
17.5040,45.216
17.5139,45.240
17.5238,45.264
17.5337,45.288
17.5436,45.311
17.5535,45.335
17.5634,45.359
17.5733,45.382
17.5832,45.406
17.5931,45.430
17.6030,45.453
17.6129,45.477
17.6228,45.501
17.6327,45.524
17.6426,45.548
17.6525,45.572
17.6624,45.595
17.6723,45.619
17.6822,45.643
17.6921,45.666
17.7021,45.690
17.7120,45.713
17.7219,45.737
17.7318,45.760
17.7417,45.784
17.7516,45.808
17.7615,45.831
17.7714,45.855
17.7813,45.878
17.7912,45.902
17.8011,45.925
17.8110,45.949
17.8209,45.972
17.8308,45.996
17.8407,46.019
17.8506,46.043
17.8605,46.066
17.8704,46.090
17.8803,46.113
17.8902,46.136
17.9002,46.160
17.9101,46.183
17.9200,46.207
17.9299,46.230
17.9398,46.253
17.9497,46.277
17.9596,46.300
17.9695,46.324
17.9794,46.347
17.9893,46.370
17.9992,46.394
18.0091,46.417
18.0190,46.440
18.0289,46.464
18.0388,46.487
18.0487,46.510
18.0586,46.534
18.0685,46.557
18.0784,46.580
18.0883,46.604
18.0982,46.627
18.1082,46.650
18.1181,46.673
18.1280,46.697
18.1379,46.720
18.1478,46.743
18.1577,46.766
18.1676,46.789
18.1775,46.813
18.1874,46.836
18.1973,46.859
18.2072,46.882
18.2171,46.905
18.2270,46.929
18.2369,46.952
18.2468,46.975
18.2567,46.998
18.2666,47.021
18.2765,47.044
18.2864,47.067
18.2963,47.091
18.3063,47.114
18.3162,47.137
18.3261,47.160
18.3360,47.183
18.3459,47.206
18.3558,47.229
18.3657,47.252
18.3756,47.275
18.3855,47.298
18.3954,47.321
18.4053,47.344
18.4152,47.367
18.4251,47.390
18.4350,47.413
18.4449,47.436
18.4548,47.459
18.4647,47.482
18.4746,47.505
18.4845,47.528
18.4944,47.551
18.5044,47.574
18.5143,47.597
18.5242,47.620
18.5341,47.643
18.5440,47.666
18.5539,47.689
18.5638,47.712
18.5737,47.735
18.5836,47.758
18.5935,47.780
18.6034,47.803
18.6133,47.826
18.6232,47.849
18.6331,47.872
18.6430,47.895
18.6529,47.918
18.6628,47.940
18.6727,47.963
18.6826,47.986
18.6925,48.009
18.7025,48.032
18.7124,48.055
18.7223,48.077
18.7322,48.100
18.7421,48.123
18.7520,48.146
18.7619,48.168
18.7718,48.191
18.7817,48.214
18.7916,48.237
18.8015,48.259
18.8114,48.282
18.8213,48.305
18.8312,48.327
18.8411,48.350
18.8510,48.373
18.8609,48.396
18.8708,48.418
18.8807,48.441
18.8906,48.464
18.9006,48.486
18.9105,48.509
18.9204,48.531
18.9303,48.554
18.9402,48.577
18.9501,48.599
18.9600,48.622
18.9699,48.645
18.9798,48.667
18.9897,48.690
18.9996,48.712
19.0095,48.735
19.0194,48.757
19.0293,48.780
19.0392,48.803
19.0491,48.825
19.0590,48.848
19.0689,48.870
19.0788,48.893
19.0887,48.915
19.0986,48.938
19.1086,48.960
19.1185,48.983
19.1284,49.005
19.1383,49.028
19.1482,49.050
19.1581,49.072
19.1680,49.095
19.1779,49.117
19.1878,49.140
19.1977,49.162
19.2076,49.185
19.2175,49.207
19.2274,49.230
19.2373,49.252
19.2472,49.274
19.2571,49.297
19.2670,49.319
19.2769,49.341
19.2868,49.364
19.2967,49.386
19.3067,49.409
19.3166,49.431
19.3265,49.453
19.3364,49.476
19.3463,49.498
19.3562,49.520
19.3661,49.542
19.3760,49.565
19.3859,49.587
19.3958,49.609
19.4057,49.632
19.4156,49.654
19.4255,49.676
19.4354,49.698
19.4453,49.721
19.4552,49.743
19.4651,49.765
19.4750,49.787
19.4849,49.810
19.4948,49.832
19.5048,49.854
19.5147,49.876
19.5246,49.898
19.5345,49.921
19.5444,49.943
19.5543,49.965
19.5642,49.987
19.5741,50.009
19.5840,50.031
19.5939,50.054
19.6038,50.076
19.6137,50.098
19.6236,50.120
19.6335,50.142
19.6434,50.164
19.6533,50.186
19.6632,50.208
19.6731,50.230
19.6830,50.252
19.6929,50.275
19.7029,50.297
19.7128,50.319
19.7227,50.341
19.7326,50.363
19.7425,50.385
19.7524,50.407
19.7623,50.429
19.7722,50.451
19.7821,50.473
19.7920,50.495
19.8019,50.517
19.8118,50.539
19.8217,50.561
19.8316,50.583
19.8415,50.605
19.8514,50.627
19.8613,50.649
19.8712,50.671
19.8811,50.693
19.8910,50.714
19.9010,50.736
19.9109,50.758
19.9208,50.780
19.9307,50.802
19.9406,50.824
19.9505,50.846
19.9604,50.868
19.9703,50.890
19.9802,50.911
19.9901,50.933
20.0000,50.955

wl,k
0.2000,1.909
0.2099,2.101
0.2198,2.296
0.2297,2.493
0.2396,2.688
0.2495,2.878
0.2594,3.054
0.2693,3.203
0.2792,3.304
0.2891,3.343
0.2990,3.332
0.3090,3.307
0.3189,3.305
0.3288,3.342
0.3387,3.414
0.3486,3.510
0.3585,3.617
0.3684,3.725
0.3783,3.827
0.3882,3.917
0.3981,3.996
0.4080,4.066
0.4179,4.135
0.4278,4.205
0.4377,4.280
0.4476,4.358
0.4575,4.438
0.4674,4.517
0.4773,4.596
0.4872,4.673
0.4971,4.748
0.5071,4.820
0.5170,4.888
0.5269,4.954
0.5368,5.017
0.5467,5.077
0.5566,5.134
0.5665,5.189
0.5764,5.241
0.5863,5.291
0.5962,5.339
0.6061,5.386
0.6160,5.430
0.6259,5.473
0.6358,5.516
0.6457,5.557
0.6556,5.597
0.6655,5.637
0.6754,5.676
0.6853,5.715
0.6952,5.754
0.7052,5.793
0.7151,5.833
0.7250,5.872
0.7349,5.912
0.7448,5.953
0.7547,5.994
0.7646,6.035
0.7745,6.078
0.7844,6.121
0.7943,6.164
0.8042,6.209
0.8141,6.254
0.8240,6.300
0.8339,6.347
0.8438,6.394
0.8537,6.443
0.8636,6.491
0.8735,6.541
0.8834,6.591
0.8933,6.642
0.9033,6.693
0.9132,6.744
0.9231,6.797
0.9330,6.849
0.9429,6.902
0.9528,6.955
0.9627,7.008
0.9726,7.061
0.9825,7.115
0.9924,7.169
1.0023,7.222
1.0122,7.276
1.0221,7.330
1.0320,7.384
1.0419,7.437
1.0518,7.491
1.0617,7.544
1.0716,7.597
1.0815,7.650
1.0914,7.702
1.1014,7.755
1.1113,7.807
1.1212,7.859
1.1311,7.910
1.1410,7.961
1.1509,8.012
1.1608,8.063
1.1707,8.113
1.1806,8.163
1.1905,8.213
1.2004,8.262
1.2103,8.311
1.2202,8.360
1.2301,8.408
1.2400,8.457
1.2499,8.504
1.2598,8.552
1.2697,8.600
1.2796,8.647
1.2895,8.694
1.2994,8.741
1.3094,8.788
1.3193,8.834
1.3292,8.881
1.3391,8.927
1.3490,8.974
1.3589,9.020
1.3688,9.067
1.3787,9.113
1.3886,9.159
1.3985,9.206
1.4084,9.252
1.4183,9.299
1.4282,9.345
1.4381,9.392
1.4480,9.439
1.4579,9.486
1.4678,9.533
1.4777,9.581
1.4876,9.629
1.4975,9.677
1.5075,9.725
1.5174,9.773
1.5273,9.822
1.5372,9.871
1.5471,9.920
1.5570,9.970
1.5669,10.020
1.5768,10.071
1.5867,10.121
1.5966,10.172
1.6065,10.224
1.6164,10.275
1.6263,10.328
1.6362,10.380
1.6461,10.433
1.6560,10.486
1.6659,10.540
1.6758,10.594
1.6857,10.649
1.6956,10.703
1.7056,10.759
1.7155,10.814
1.7254,10.870
1.7353,10.927
1.7452,10.984
1.7551,11.041
1.7650,11.098
1.7749,11.156
1.7848,11.214
1.7947,11.273
1.8046,11.332
1.8145,11.391
1.8244,11.451
1.8343,11.511
1.8442,11.572
1.8541,11.632
1.8640,11.693
1.8739,11.755
1.8838,11.816
1.8937,11.878
1.9037,11.941
1.9136,12.003
1.9235,12.066
1.9334,12.129
1.9433,12.192
1.9532,12.256
1.9631,12.320
1.9730,12.384
1.9829,12.449
1.9928,12.513
2.0027,12.578
2.0126,12.643
2.0225,12.708
2.0324,12.774
2.0423,12.840
2.0522,12.906
2.0621,12.972
2.0720,13.038
2.0819,13.104
2.0918,13.171
2.1018,13.238
2.1117,13.305
2.1216,13.372
2.1315,13.439
2.1414,13.506
2.1513,13.574
2.1612,13.642
2.1711,13.709
2.1810,13.777
2.1909,13.845
2.2008,13.913
2.2107,13.981
2.2206,14.050
2.2305,14.118
2.2404,14.187
2.2503,14.255
2.2602,14.324
2.2701,14.393
2.2800,14.461
2.2899,14.530
2.2998,14.599
2.3098,14.668
2.3197,14.737
2.3296,14.806
2.3395,14.875
2.3494,14.945
2.3593,15.014
2.3692,15.083
2.3791,15.153
2.3890,15.222
2.3989,15.291
2.4088,15.361
2.4187,15.430
2.4286,15.500
2.4385,15.569
2.4484,15.639
2.4583,15.708
2.4682,15.778
2.4781,15.847
2.4880,15.917
2.4979,15.986
2.5079,16.056
2.5178,16.125
2.5277,16.195
2.5376,16.264
2.5475,16.334
2.5574,16.403
2.5673,16.473
2.5772,16.542
2.5871,16.612
2.5970,16.681
2.6069,16.751
2.6168,16.820
2.6267,16.890
2.6366,16.959
2.6465,17.028
2.6564,17.098
2.6663,17.167
2.6762,17.236
2.6861,17.306
2.6960,17.375
2.7060,17.444
2.7159,17.513
2.7258,17.583
2.7357,17.652
2.7456,17.721
2.7555,17.790
2.7654,17.859
2.7753,17.928
2.7852,17.997
2.7951,18.066
2.8050,18.135
2.8149,18.204
2.8248,18.272
2.8347,18.341
2.8446,18.410
2.8545,18.479
2.8644,18.547
2.8743,18.616
2.8842,18.684
2.8941,18.753
2.9041,18.821
2.9140,18.890
2.9239,18.958
2.9338,19.026
2.9437,19.095
2.9536,19.163
2.9635,19.231
2.9734,19.299
2.9833,19.367
2.9932,19.435
3.0031,19.503
3.0130,19.571
3.0229,19.639
3.0328,19.707
3.0427,19.775
3.0526,19.842
3.0625,19.910
3.0724,19.977
3.0823,20.045
3.0922,20.113
3.1022,20.180
3.1121,20.247
3.1220,20.315
3.1319,20.382
3.1418,20.449
3.1517,20.516
3.1616,20.583
3.1715,20.650
3.1814,20.717
3.1913,20.784
3.2012,20.851
3.2111,20.918
3.2210,20.985
3.2309,21.052
3.2408,21.118
3.2507,21.185
3.2606,21.251
3.2705,21.318
3.2804,21.384
3.2903,21.450
3.3003,21.517
3.3102,21.583
3.3201,21.649
3.3300,21.715
3.3399,21.781
3.3498,21.847
3.3597,21.913
3.3696,21.979
3.3795,22.045
3.3894,22.111
3.3993,22.176
3.4092,22.242
3.4191,22.308
3.4290,22.373
3.4389,22.439
3.4488,22.504
3.4587,22.569
3.4686,22.635
3.4785,22.700
3.4884,22.765
3.4983,22.830
3.5083,22.895
3.5182,22.960
3.5281,23.025
3.5380,23.090
3.5479,23.154
3.5578,23.219
3.5677,23.284
3.5776,23.348
3.5875,23.413
3.5974,23.477
3.6073,23.542
3.6172,23.606
3.6271,23.670
3.6370,23.735
3.6469,23.799
3.6568,23.863
3.6667,23.927
3.6766,23.991
3.6865,24.055
3.6964,24.119
3.7064,24.182
3.7163,24.246
3.7262,24.310
3.7361,24.373
3.7460,24.437
3.7559,24.500
3.7658,24.564
3.7757,24.627
3.7856,24.690
3.7955,24.753
3.8054,24.817
3.8153,24.880
3.8252,24.943
3.8351,25.006
3.8450,25.069
3.8549,25.131
3.8648,25.194
3.8747,25.257
3.8846,25.320
3.8945,25.382
3.9045,25.445
3.9144,25.507
3.9243,25.570
3.9342,25.632
3.9441,25.694
3.9540,25.756
3.9639,25.819
3.9738,25.881
3.9837,25.943
3.9936,26.005
4.0035,26.067
4.0134,26.128
4.0233,26.190
4.0332,26.252
4.0431,26.314
4.0530,26.375
4.0629,26.437
4.0728,26.498
4.0827,26.560
4.0926,26.621
4.1026,26.682
4.1125,26.743
4.1224,26.805
4.1323,26.866
4.1422,26.927
4.1521,26.988
4.1620,27.049
4.1719,27.109
4.1818,27.170
4.1917,27.231
4.2016,27.292
4.2115,27.352
4.2214,27.413
4.2313,27.473
4.2412,27.534
4.2511,27.594
4.2610,27.654
4.2709,27.715
4.2808,27.775
4.2907,27.835
4.3007,27.895
4.3106,27.955
4.3205,28.015
4.3304,28.075
4.3403,28.134
4.3502,28.194
4.3601,28.254
4.3700,28.313
4.3799,28.373
4.3898,28.432
4.3997,28.492
4.4096,28.551
4.4195,28.611
4.4294,28.670
4.4393,28.729
4.4492,28.788
4.4591,28.847
4.4690,28.906
4.4789,28.965
4.4888,29.024
4.4987,29.083
4.5087,29.142
4.5186,29.200
4.5285,29.259
4.5384,29.317
4.5483,29.376
4.5582,29.434
4.5681,29.493
4.5780,29.551
4.5879,29.609
4.5978,29.668
4.6077,29.726
4.6176,29.784
4.6275,29.842
4.6374,29.900
4.6473,29.958
4.6572,30.016
4.6671,30.073
4.6770,30.131
4.6869,30.189
4.6968,30.246
4.7068,30.304
4.7167,30.361
4.7266,30.419
4.7365,30.476
4.7464,30.534
4.7563,30.591
4.7662,30.648
4.7761,30.705
4.7860,30.762
4.7959,30.819
4.8058,30.876
4.8157,30.933
4.8256,30.990
4.8355,31.047
4.8454,31.103
4.8553,31.160
4.8652,31.217
4.8751,31.273
4.8850,31.330
4.8949,31.386
4.9049,31.442
4.9148,31.499
4.9247,31.555
4.9346,31.611
4.9445,31.667
4.9544,31.723
4.9643,31.779
4.9742,31.835
4.9841,31.891
4.9940,31.947
5.0039,32.003
5.0138,32.058
5.0237,32.114
5.0336,32.170
5.0435,32.225
5.0534,32.281
5.0633,32.336
5.0732,32.391
5.0831,32.447
5.0930,32.502
5.1030,32.557
5.1129,32.612
5.1228,32.667
5.1327,32.722
5.1426,32.777
5.1525,32.832
5.1624,32.887
5.1723,32.942
5.1822,32.997
5.1921,33.051
5.2020,33.106
5.2119,33.160
5.2218,33.215
5.2317,33.269
5.2416,33.324
5.2515,33.378
5.2614,33.432
5.2713,33.486
5.2812,33.541
5.2911,33.595
5.3011,33.649
5.3110,33.703
5.3209,33.757
5.3308,33.810
5.3407,33.864
5.3506,33.918
5.3605,33.972
5.3704,34.025
5.3803,34.079
5.3902,34.132
5.4001,34.186
5.4100,34.239
5.4199,34.293
5.4298,34.346
5.4397,34.399
5.4496,34.452
5.4595,34.505
5.4694,34.558
5.4793,34.612
5.4892,34.664
5.4991,34.717
5.5091,34.770
5.5190,34.823
5.5289,34.876
5.5388,34.928
5.5487,34.981
5.5586,35.034
5.5685,35.086
5.5784,35.138
5.5883,35.191
5.5982,35.243
5.6081,35.296
5.6180,35.348
5.6279,35.400
5.6378,35.452
5.6477,35.504
5.6576,35.556
5.6675,35.608
5.6774,35.660
5.6873,35.712
5.6972,35.764
5.7072,35.815
5.7171,35.867
5.7270,35.919
5.7369,35.970
5.7468,36.022
5.7567,36.073
5.7666,36.124
5.7765,36.176
5.7864,36.227
5.7963,36.278
5.8062,36.330
5.8161,36.381
5.8260,36.432
5.8359,36.483
5.8458,36.534
5.8557,36.585
5.8656,36.635
5.8755,36.686
5.8854,36.737
5.8953,36.788
5.9053,36.838
5.9152,36.889
5.9251,36.939
5.9350,36.990
5.9449,37.040
5.9548,37.091
5.9647,37.141
5.9746,37.191
5.9845,37.242
5.9944,37.292
6.0043,37.342
6.0142,37.392
6.0241,37.442
6.0340,37.492
6.0439,37.542
6.0538,37.592
6.0637,37.641
6.0736,37.691
6.0835,37.741
6.0934,37.790
6.1034,37.840
6.1133,37.889
6.1232,37.939
6.1331,37.988
6.1430,38.038
6.1529,38.087
6.1628,38.136
6.1727,38.185
6.1826,38.235
6.1925,38.284
6.2024,38.333
6.2123,38.382
6.2222,38.431
6.2321,38.480
6.2420,38.528
6.2519,38.577
6.2618,38.626
6.2717,38.675
6.2816,38.723
6.2915,38.772
6.3015,38.820
6.3114,38.869
6.3213,38.917
6.3312,38.966
6.3411,39.014
6.3510,39.062
6.3609,39.111
6.3708,39.159
6.3807,39.207
6.3906,39.255
6.4005,39.303
6.4104,39.351
6.4203,39.399
6.4302,39.447
6.4401,39.494
6.4500,39.542
6.4599,39.590
6.4698,39.638
6.4797,39.685
6.4896,39.733
6.4995,39.780
6.5095,39.828
6.5194,39.875
6.5293,39.923
6.5392,39.970
6.5491,40.017
6.5590,40.064
6.5689,40.112
6.5788,40.159
6.5887,40.206
6.5986,40.253
6.6085,40.300
6.6184,40.347
6.6283,40.393
6.6382,40.440
6.6481,40.487
6.6580,40.534
6.6679,40.580
6.6778,40.627
6.6877,40.674
6.6976,40.720
6.7076,40.767
6.7175,40.813
6.7274,40.859
6.7373,40.906
6.7472,40.952
6.7571,40.998
6.7670,41.044
6.7769,41.090
6.7868,41.137
6.7967,41.183
6.8066,41.229
6.8165,41.275
6.8264,41.320
6.8363,41.366
6.8462,41.412
6.8561,41.458
6.8660,41.503
6.8759,41.549
6.8858,41.595
6.8957,41.640
6.9057,41.686
6.9156,41.731
6.9255,41.777
6.9354,41.822
6.9453,41.867
6.9552,41.913
6.9651,41.958
6.9750,42.003
6.9849,42.048
6.9948,42.093
7.0047,42.138
7.0146,42.183
7.0245,42.228
7.0344,42.273
7.0443,42.318
7.0542,42.363
7.0641,42.407
7.0740,42.452
7.0839,42.497
7.0938,42.541
7.1038,42.586
7.1137,42.630
7.1236,42.675
7.1335,42.719
7.1434,42.764
7.1533,42.808
7.1632,42.852
7.1731,42.896
7.1830,42.941
7.1929,42.985
7.2028,43.029
7.2127,43.073
7.2226,43.117
7.2325,43.161
7.2424,43.205
7.2523,43.249
7.2622,43.292
7.2721,43.336
7.2820,43.380
7.2919,43.424
7.3019,43.467
7.3118,43.511
7.3217,43.554
7.3316,43.598
7.3415,43.641
7.3514,43.685
7.3613,43.728
7.3712,43.771
7.3811,43.815
7.3910,43.858
7.4009,43.901
7.4108,43.944
7.4207,43.987
7.4306,44.030
7.4405,44.073
7.4504,44.116
7.4603,44.159
7.4702,44.202
7.4801,44.245
7.4900,44.288
7.4999,44.331
7.5099,44.373
7.5198,44.416
7.5297,44.458
7.5396,44.501
7.5495,44.544
7.5594,44.586
7.5693,44.628
7.5792,44.671
7.5891,44.713
7.5990,44.756
7.6089,44.798
7.6188,44.840
7.6287,44.882
7.6386,44.924
7.6485,44.966
7.6584,45.008
7.6683,45.050
7.6782,45.092
7.6881,45.134
7.6980,45.176
7.7080,45.218
7.7179,45.260
7.7278,45.302
7.7377,45.343
7.7476,45.385
7.7575,45.426
7.7674,45.468
7.7773,45.510
7.7872,45.551
7.7971,45.593
7.8070,45.634
7.8169,45.675
7.8268,45.717
7.8367,45.758
7.8466,45.799
7.8565,45.840
7.8664,45.881
7.8763,45.923
7.8862,45.964
7.8961,46.005
7.9061,46.046
7.9160,46.087
7.9259,46.127
7.9358,46.168
7.9457,46.209
7.9556,46.250
7.9655,46.291
7.9754,46.331
7.9853,46.372
7.9952,46.413
8.0051,46.453
8.0150,46.494
8.0249,46.534
8.0348,46.575
8.0447,46.615
8.0546,46.655
8.0645,46.696
8.0744,46.736
8.0843,46.776
8.0942,46.816
8.1042,46.857
8.1141,46.897
8.1240,46.937
8.1339,46.977
8.1438,47.017
8.1537,47.057
8.1636,47.097
8.1735,47.137
8.1834,47.176
8.1933,47.216
8.2032,47.256
8.2131,47.296
8.2230,47.335
8.2329,47.375
8.2428,47.415
8.2527,47.454
8.2626,47.494
8.2725,47.533
8.2824,47.573
8.2923,47.612
8.3023,47.651
8.3122,47.691
8.3221,47.730
8.3320,47.769
8.3419,47.808
8.3518,47.848
8.3617,47.887
8.3716,47.926
8.3815,47.965
8.3914,48.004
8.4013,48.043
8.4112,48.082
8.4211,48.121
8.4310,48.160
8.4409,48.198
8.4508,48.237
8.4607,48.276
8.4706,48.315
8.4805,48.353
8.4904,48.392
8.5004,48.431
8.5103,48.469
8.5202,48.508
8.5301,48.546
8.5400,48.584
8.5499,48.623
8.5598,48.661
8.5697,48.700
8.5796,48.738
8.5895,48.776
8.5994,48.814
8.6093,48.852
8.6192,48.891
8.6291,48.929
8.6390,48.967
8.6489,49.005
8.6588,49.043
8.6687,49.081
8.6786,49.119
8.6885,49.157
8.6984,49.194
8.7084,49.232
8.7183,49.270
8.7282,49.308
8.7381,49.345
8.7480,49.383
8.7579,49.421
8.7678,49.458
8.7777,49.496
8.7876,49.533
8.7975,49.571
8.8074,49.608
8.8173,49.646
8.8272,49.683
8.8371,49.720
8.8470,49.758
8.8569,49.795
8.8668,49.832
8.8767,49.869
8.8866,49.906
8.8965,49.943
8.9065,49.980
8.9164,50.018
8.9263,50.055
8.9362,50.091
8.9461,50.128
8.9560,50.165
8.9659,50.202
8.9758,50.239
8.9857,50.276
8.9956,50.313
9.0055,50.349
9.0154,50.386
9.0253,50.423
9.0352,50.459
9.0451,50.496
9.0550,50.532
9.0649,50.569
9.0748,50.605
9.0847,50.642
9.0946,50.678
9.1046,50.715
9.1145,50.751
9.1244,50.787
9.1343,50.823
9.1442,50.860
9.1541,50.896
9.1640,50.932
9.1739,50.968
9.1838,51.004
9.1937,51.040
9.2036,51.076
9.2135,51.112
9.2234,51.148
9.2333,51.184
9.2432,51.220
9.2531,51.256
9.2630,51.292
9.2729,51.327
9.2828,51.363
9.2927,51.399
9.3027,51.435
9.3126,51.470
9.3225,51.506
9.3324,51.541
9.3423,51.577
9.3522,51.613
9.3621,51.648
9.3720,51.683
9.3819,51.719
9.3918,51.754
9.4017,51.790
9.4116,51.825
9.4215,51.860
9.4314,51.895
9.4413,51.931
9.4512,51.966
9.4611,52.001
9.4710,52.036
9.4809,52.071
9.4908,52.106
9.5008,52.141
9.5107,52.176
9.5206,52.211
9.5305,52.246
9.5404,52.281
9.5503,52.316
9.5602,52.351
9.5701,52.386
9.5800,52.420
9.5899,52.455
9.5998,52.490
9.6097,52.524
9.6196,52.559
9.6295,52.594
9.6394,52.628
9.6493,52.663
9.6592,52.697
9.6691,52.732
9.6790,52.766
9.6889,52.801
9.6988,52.835
9.7088,52.869
9.7187,52.904
9.7286,52.938
9.7385,52.972
9.7484,53.006
9.7583,53.041
9.7682,53.075
9.7781,53.109
9.7880,53.143
9.7979,53.177
9.8078,53.211
9.8177,53.245
9.8276,53.279
9.8375,53.313
9.8474,53.347
9.8573,53.381
9.8672,53.415
9.8771,53.448
9.8870,53.482
9.8969,53.516
9.9069,53.550
9.9168,53.583
9.9267,53.617
9.9366,53.651
9.9465,53.684
9.9564,53.718
9.9663,53.751
9.9762,53.785
9.9861,53.818
9.9960,53.852
10.0059,53.885
10.0158,53.919
10.0257,53.952
10.0356,53.985
10.0455,54.019
10.0554,54.052
10.0653,54.085
10.0752,54.118
10.0851,54.152
10.0950,54.185
10.1050,54.218
10.1149,54.251
10.1248,54.284
10.1347,54.317
10.1446,54.350
10.1545,54.383
10.1644,54.416
10.1743,54.449
10.1842,54.482
10.1941,54.515
10.2040,54.548
10.2139,54.580
10.2238,54.613
10.2337,54.646
10.2436,54.679
10.2535,54.711
10.2634,54.744
10.2733,54.777
10.2832,54.809
10.2931,54.842
10.3031,54.874
10.3130,54.907
10.3229,54.939
10.3328,54.972
10.3427,55.004
10.3526,55.037
10.3625,55.069
10.3724,55.101
10.3823,55.134
10.3922,55.166
10.4021,55.198
10.4120,55.230
10.4219,55.263
10.4318,55.295
10.4417,55.327
10.4516,55.359
10.4615,55.391
10.4714,55.423
10.4813,55.455
10.4912,55.487
10.5012,55.519
10.5111,55.551
10.5210,55.583
10.5309,55.615
10.5408,55.647
10.5507,55.679
10.5606,55.710
10.5705,55.742
10.5804,55.774
10.5903,55.806
10.6002,55.837
10.6101,55.869
10.6200,55.901
10.6299,55.932
10.6398,55.964
10.6497,55.995
10.6596,56.027
10.6695,56.059
10.6794,56.090
10.6893,56.121
10.6992,56.153
10.7092,56.184
10.7191,56.216
10.7290,56.247
10.7389,56.278
10.7488,56.310
10.7587,56.341
10.7686,56.372
10.7785,56.403
10.7884,56.435
10.7983,56.466
10.8082,56.497
10.8181,56.528
10.8280,56.559
10.8379,56.590
10.8478,56.621
10.8577,56.652
10.8676,56.683
10.8775,56.714
10.8874,56.745
10.8973,56.776
10.9073,56.807
10.9172,56.838
10.9271,56.869
10.9370,56.899
10.9469,56.930
10.9568,56.961
10.9667,56.992
10.9766,57.022
10.9865,57.053
10.9964,57.084
11.0063,57.114
11.0162,57.145
11.0261,57.175
11.0360,57.206
11.0459,57.236
11.0558,57.267
11.0657,57.297
11.0756,57.328
11.0855,57.358
11.0954,57.389
11.1054,57.419
11.1153,57.449
11.1252,57.480
11.1351,57.510
11.1450,57.540
