wl,n
1.795,3.70748
1.796,3.70723
1.797,3.70698
1.798,3.70673
1.799,3.70649
1.800,3.70624
1.801,3.70600
1.802,3.70575
1.803,3.70550
1.804,3.70526
1.805,3.70501
1.806,3.70477
1.807,3.70453
1.808,3.70428
1.809,3.70404
1.810,3.70380
1.811,3.70355
1.812,3.70331
1.813,3.70307
1.814,3.70283
1.815,3.70259
1.816,3.70234
1.817,3.70210
1.818,3.70186
1.819,3.70162
1.820,3.70138
1.821,3.70114
1.822,3.70090
1.823,3.70066
1.824,3.70043
1.825,3.70019
1.826,3.69995
1.827,3.69971
1.828,3.69947
1.829,3.69924
1.830,3.69900
1.831,3.69876
1.832,3.69853
1.833,3.69829
1.834,3.69806
1.835,3.69782
1.836,3.69759
1.837,3.69735
1.838,3.69712
1.839,3.69688
1.840,3.69665
1.841,3.69642
1.842,3.69618
1.843,3.69595
1.844,3.69572
1.845,3.69549
1.846,3.69525
1.847,3.69502
1.848,3.69479
1.849,3.69456
1.850,3.69433
1.851,3.69410
1.852,3.69387
1.853,3.69364
1.854,3.69341
1.855,3.69318
1.856,3.69295
1.857,3.69272
1.858,3.69249
1.859,3.69227
1.860,3.69204
1.861,3.69181
1.862,3.69158
1.863,3.69136
1.864,3.69113
1.865,3.69090
1.866,3.69068
1.867,3.69045
1.868,3.69023
1.869,3.69000
1.870,3.68978
1.871,3.68955
1.872,3.68933
1.873,3.68910
1.874,3.68888
1.875,3.68866
1.876,3.68843
1.877,3.68821
1.878,3.68799
1.879,3.68776
1.880,3.68754
1.881,3.68732
1.882,3.68710
1.883,3.68688
1.884,3.68666
1.885,3.68644
1.886,3.68622
1.887,3.68600
1.888,3.68578
1.889,3.68556
1.890,3.68534
1.891,3.68512
1.892,3.68490
1.893,3.68468
1.894,3.68446
1.895,3.68424
1.896,3.68403
1.897,3.68381
1.898,3.68359
1.899,3.68337
1.900,3.68316
1.901,3.68294
1.902,3.68273
1.903,3.68251
1.904,3.68229
1.905,3.68208
1.906,3.68186
1.907,3.68165
1.908,3.68143
1.909,3.68122
1.910,3.68101
1.911,3.68079
1.912,3.68058
1.913,3.68037
1.914,3.68015
1.915,3.67994
1.916,3.67973
1.917,3.67951
1.918,3.67930
1.919,3.67909
1.920,3.67888
1.921,3.67867
1.922,3.67846
1.923,3.67825
1.924,3.67804
1.925,3.67783
1.926,3.67762
1.927,3.67741
1.928,3.67720
1.929,3.67699
1.930,3.67678
1.931,3.67657
1.932,3.67636
1.933,3.67615
1.934,3.67595
1.935,3.67574
1.936,3.67553
1.937,3.67532
1.938,3.67512
1.939,3.67491
1.940,3.67470
1.941,3.67450
1.942,3.67429
1.943,3.67409
1.944,3.67388
1.945,3.67368
1.946,3.67347
1.947,3.67327
1.948,3.67306
1.949,3.67286
1.950,3.67265
1.951,3.67245
1.952,3.67225
1.953,3.67204
1.954,3.67184
1.955,3.67164
1.956,3.67144
1.957,3.67123
1.958,3.67103
1.959,3.67083
1.960,3.67063
1.961,3.67043
1.962,3.67023
1.963,3.67003
1.964,3.66982
1.965,3.66962
1.966,3.66942
1.967,3.66922
1.968,3.66902
1.969,3.66883
1.970,3.66863
1.971,3.66843
1.972,3.66823
1.973,3.66803
1.974,3.66783
1.975,3.66763
1.976,3.66744
1.977,3.66724
1.978,3.66704
1.979,3.66684
1.980,3.66665
1.981,3.66645
1.982,3.66625
1.983,3.66606
1.984,3.66586
1.985,3.66567
1.986,3.66547
1.987,3.66528
1.988,3.66508
1.989,3.66489
1.990,3.66469
1.991,3.66450
1.992,3.66430
1.993,3.66411
1.994,3.66391
1.995,3.66372
1.996,3.66353
1.997,3.66334
1.998,3.66314
1.999,3.66295
2.000,3.66276
2.001,3.66257
2.002,3.66237
2.003,3.66218
2.004,3.66199
2.005,3.66180
2.006,3.66161
2.007,3.66142
2.008,3.66123
2.009,3.66104
2.010,3.66085
2.011,3.66066
2.012,3.66047
2.013,3.66028
2.014,3.66009
2.015,3.65990
2.016,3.65971
2.017,3.65952
2.018,3.65933
2.019,3.65914
2.020,3.65896
2.021,3.65877
2.022,3.65858
2.023,3.65839
2.024,3.65821
2.025,3.65802
2.026,3.65783
2.027,3.65765
2.028,3.65746
2.029,3.65727
2.030,3.65709
2.031,3.65690
2.032,3.65672
2.033,3.65653
2.034,3.65635
2.035,3.65616
2.036,3.65598
2.037,3.65579
2.038,3.65561
2.039,3.65542
2.040,3.65524
2.041,3.65506
2.042,3.65487
2.043,3.65469
2.044,3.65451
2.045,3.65432
2.046,3.65414
2.047,3.65396
2.048,3.65378
2.049,3.65359
2.050,3.65341
2.051,3.65323
2.052,3.65305
2.053,3.65287
2.054,3.65269
2.055,3.65251
2.056,3.65233
2.057,3.65214
2.058,3.65196
2.059,3.65178
2.060,3.65160
2.061,3.65143
2.062,3.65125
2.063,3.65107
2.064,3.65089
2.065,3.65071
2.066,3.65053
2.067,3.65035
2.068,3.65017
2.069,3.65000
2.070,3.64982
2.071,3.64964
2.072,3.64946
2.073,3.64928
2.074,3.64911
2.075,3.64893
2.076,3.64875
2.077,3.64858
2.078,3.64840
2.079,3.64823
2.080,3.64805
2.081,3.64787
2.082,3.64770
2.083,3.64752
2.084,3.64735
2.085,3.64717
2.086,3.64700
2.087,3.64682
2.088,3.64665
2.089,3.64647
2.090,3.64630
2.091,3.64613
2.092,3.64595
2.093,3.64578
2.094,3.64561
2.095,3.64543
2.096,3.64526
2.097,3.64509
2.098,3.64491
2.099,3.64474
2.100,3.64457
2.101,3.64440
2.102,3.64423
2.103,3.64406
2.104,3.64388
2.105,3.64371
2.106,3.64354
2.107,3.64337
2.108,3.64320
2.109,3.64303
2.110,3.64286
2.111,3.64269
2.112,3.64252
2.113,3.64235
2.114,3.64218
2.115,3.64201
2.116,3.64184
2.117,3.64167
2.118,3.64150
2.119,3.64133
2.120,3.64117
2.121,3.64100
2.122,3.64083
2.123,3.64066
2.124,3.64049
2.125,3.64033
2.126,3.64016
2.127,3.63999
2.128,3.63982
2.129,3.63966
2.130,3.63949
2.131,3.63932
2.132,3.63916
2.133,3.63899
2.134,3.63882
2.135,3.63866
2.136,3.63849
2.137,3.63833
2.138,3.63816
2.139,3.63800
2.140,3.63783
2.141,3.63767
2.142,3.63750
2.143,3.63734
2.144,3.63717
2.145,3.63701
2.146,3.63684
2.147,3.63668
2.148,3.63652
2.149,3.63635
2.150,3.63619
2.151,3.63603
2.152,3.63586
2.153,3.63570
2.154,3.63554
2.155,3.63538
2.156,3.63521
2.157,3.63505
2.158,3.63489
2.159,3.63473
2.160,3.63457
2.161,3.63441
2.162,3.63424
2.163,3.63408
2.164,3.63392
2.165,3.63376
2.166,3.63360
2.167,3.63344
2.168,3.63328
2.169,3.63312
2.170,3.63296
2.171,3.63280
2.172,3.63264
2.173,3.63248
2.174,3.63232
2.175,3.63216
2.176,3.63200
2.177,3.63184
2.178,3.63169
2.179,3.63153
2.180,3.63137
2.181,3.63121
2.182,3.63105
2.183,3.63089
2.184,3.63074
2.185,3.63058
2.186,3.63042
2.187,3.63026
2.188,3.63011
2.189,3.62995
2.190,3.62979
2.191,3.62964
2.192,3.62948
2.193,3.62932
2.194,3.62917
2.195,3.62901
2.196,3.62886
2.197,3.62870
2.198,3.62855
2.199,3.62839
2.200,3.62824
2.201,3.62808
2.202,3.62793
2.203,3.62777
2.204,3.62762
2.205,3.62746
2.206,3.62731
2.207,3.62715
2.208,3.62700
2.209,3.62685
2.210,3.62669
2.211,3.62654
2.212,3.62639
2.213,3.62623
2.214,3.62608
2.215,3.62593
2.216,3.62577
2.217,3.62562
2.218,3.62547
2.219,3.62532
2.220,3.62516
2.221,3.62501
2.222,3.62486
2.223,3.62471
2.224,3.62456
2.225,3.62441
2.226,3.62426
2.227,3.62410
2.228,3.62395
2.229,3.62380
2.230,3.62365
2.231,3.62350
2.232,3.62335
2.233,3.62320
2.234,3.62305
2.235,3.62290
2.236,3.62275
2.237,3.62260
2.238,3.62245
2.239,3.62230
2.240,3.62215
2.241,3.62201
2.242,3.62186
2.243,3.62171
2.244,3.62156
2.245,3.62141
2.246,3.62126
2.247,3.62111
2.248,3.62097
2.249,3.62082
2.250,3.62067
2.251,3.62052
2.252,3.62038
2.253,3.62023
2.254,3.62008
2.255,3.61994
2.256,3.61979
2.257,3.61964
2.258,3.61950
2.259,3.61935
2.260,3.61920
2.261,3.61906
2.262,3.61891
2.263,3.61877
2.264,3.61862
2.265,3.61847
2.266,3.61833
2.267,3.61818
2.268,3.61804
2.269,3.61789
2.270,3.61775
2.271,3.61760
2.272,3.61746
2.273,3.61732
2.274,3.61717
2.275,3.61703
2.276,3.61688
2.277,3.61674
2.278,3.61660
2.279,3.61645
2.280,3.61631
2.281,3.61617
2.282,3.61602
2.283,3.61588
2.284,3.61574
2.285,3.61559
2.286,3.61545
2.287,3.61531
2.288,3.61517
2.289,3.61502
2.290,3.61488
2.291,3.61474
2.292,3.61460
2.293,3.61446
2.294,3.61432
2.295,3.61417
2.296,3.61403
2.297,3.61389
2.298,3.61375
2.299,3.61361
2.300,3.61347
2.301,3.61333
2.302,3.61319
2.303,3.61305
2.304,3.61291
2.305,3.61277
2.306,3.61263
2.307,3.61249
2.308,3.61235
2.309,3.61221
2.310,3.61207
2.311,3.61193
2.312,3.61179
2.313,3.61165
2.314,3.61151
2.315,3.61138
2.316,3.61124
2.317,3.61110
2.318,3.61096
2.319,3.61082
2.320,3.61068
2.321,3.61055
2.322,3.61041
2.323,3.61027
2.324,3.61013
2.325,3.61000
2.326,3.60986
2.327,3.60972
2.328,3.60959
2.329,3.60945
2.330,3.60931
2.331,3.60918
2.332,3.60904
2.333,3.60890
2.334,3.60877
2.335,3.60863
2.336,3.60849
2.337,3.60836
2.338,3.60822
2.339,3.60809
2.340,3.60795
2.341,3.60782
2.342,3.60768
2.343,3.60755
2.344,3.60741
2.345,3.60728
2.346,3.60714
2.347,3.60701
2.348,3.60687
2.349,3.60674
2.350,3.60660
2.351,3.60647
2.352,3.60634
2.353,3.60620
2.354,3.60607
2.355,3.60594
2.356,3.60580
2.357,3.60567
2.358,3.60554
2.359,3.60540
2.360,3.60527
2.361,3.60514
2.362,3.60500
2.363,3.60487
2.364,3.60474
2.365,3.60461
2.366,3.60447
2.367,3.60434
2.368,3.60421
2.369,3.60408
2.370,3.60395
2.371,3.60382
2.372,3.60368
2.373,3.60355
2.374,3.60342
2.375,3.60329
2.376,3.60316
2.377,3.60303
2.378,3.60290
2.379,3.60277
2.380,3.60264
2.381,3.60251
2.382,3.60238
2.383,3.60225
2.384,3.60212
2.385,3.60199
2.386,3.60186
2.387,3.60173
2.388,3.60160
2.389,3.60147
2.390,3.60134
2.391,3.60121
2.392,3.60108
2.393,3.60095
2.394,3.60082
2.395,3.60069
2.396,3.60057
2.397,3.60044
2.398,3.60031
2.399,3.60018
2.400,3.60005
2.401,3.59992
2.402,3.59980
2.403,3.59967
2.404,3.59954
2.405,3.59941
2.406,3.59929
2.407,3.59916
2.408,3.59903
2.409,3.59890
2.410,3.59878
2.411,3.59865
2.412,3.59852
2.413,3.59840
2.414,3.59827
2.415,3.59814
2.416,3.59802
2.417,3.59789
2.418,3.59777
2.419,3.59764
2.420,3.59751
2.421,3.59739
2.422,3.59726
2.423,3.59714
2.424,3.59701
2.425,3.59689
2.426,3.59676
2.427,3.59664
2.428,3.59651
2.429,3.59639
2.430,3.59626
2.431,3.59614
2.432,3.59601
2.433,3.59589
2.434,3.59576
2.435,3.59564
2.436,3.59552
2.437,3.59539
2.438,3.59527
2.439,3.59514
2.440,3.59502
2.441,3.59490
2.442,3.59477
2.443,3.59465
2.444,3.59453
2.445,3.59441
2.446,3.59428
2.447,3.59416
2.448,3.59404
2.449,3.59391
2.450,3.59379
2.451,3.59367
2.452,3.59355
2.453,3.59342
2.454,3.59330
2.455,3.59318
2.456,3.59306
2.457,3.59294
2.458,3.59282
2.459,3.59269
2.460,3.59257
2.461,3.59245
2.462,3.59233
2.463,3.59221
2.464,3.59209
2.465,3.59197
2.466,3.59185
2.467,3.59173
2.468,3.59161
2.469,3.59149
2.470,3.59136
2.471,3.59124
2.472,3.59112
2.473,3.59100
2.474,3.59088
2.475,3.59076
2.476,3.59065
2.477,3.59053
2.478,3.59041
2.479,3.59029
2.480,3.59017
2.481,3.59005
2.482,3.58993
2.483,3.58981
2.484,3.58969
2.485,3.58957
2.486,3.58945
2.487,3.58934
2.488,3.58922
2.489,3.58910
2.490,3.58898
2.491,3.58886
2.492,3.58874
2.493,3.58863
2.494,3.58851
2.495,3.58839
2.496,3.58827
2.497,3.58816
2.498,3.58804
2.499,3.58792
2.500,3.58780
2.501,3.58769
2.502,3.58757
2.503,3.58745
2.504,3.58734
2.505,3.58722
2.506,3.58710
2.507,3.58699
2.508,3.58687
2.509,3.58675
2.510,3.58664
2.511,3.58652
2.512,3.58641
2.513,3.58629
2.514,3.58617
2.515,3.58606
2.516,3.58594
2.517,3.58583
2.518,3.58571
2.519,3.58560
2.520,3.58548
2.521,3.58537
2.522,3.58525
2.523,3.58514
2.524,3.58502
2.525,3.58491
2.526,3.58479
2.527,3.58468
2.528,3.58456
2.529,3.58445
2.530,3.58434
2.531,3.58422
2.532,3.58411
2.533,3.58399
2.534,3.58388
2.535,3.58377
2.536,3.58365
2.537,3.58354
2.538,3.58343
2.539,3.58331
2.540,3.58320
2.541,3.58309
2.542,3.58297
2.543,3.58286
2.544,3.58275
2.545,3.58264
2.546,3.58252
2.547,3.58241
2.548,3.58230
2.549,3.58219
2.550,3.58207
2.551,3.58196
2.552,3.58185
2.553,3.58174
2.554,3.58163
2.555,3.58151
2.556,3.58140
2.557,3.58129
2.558,3.58118
2.559,3.58107
2.560,3.58096
2.561,3.58085
2.562,3.58073
2.563,3.58062
2.564,3.58051
2.565,3.58040
2.566,3.58029
2.567,3.58018
2.568,3.58007
2.569,3.57996
2.570,3.57985
2.571,3.57974
2.572,3.57963
2.573,3.57952
2.574,3.57941
2.575,3.57930
2.576,3.57919
2.577,3.57908
2.578,3.57897
2.579,3.57886
2.580,3.57875
2.581,3.57864
2.582,3.57853
2.583,3.57842
2.584,3.57832
2.585,3.57821
2.586,3.57810
2.587,3.57799
2.588,3.57788
2.589,3.57777
2.590,3.57766
2.591,3.57756
2.592,3.57745
2.593,3.57734
2.594,3.57723
2.595,3.57712
2.596,3.57701
2.597,3.57691
2.598,3.57680
2.599,3.57669
2.600,3.57658
2.601,3.57648
2.602,3.57637
2.603,3.57626
2.604,3.57616
2.605,3.57605
2.606,3.57594
2.607,3.57583
2.608,3.57573
2.609,3.57562
2.610,3.57551
2.611,3.57541
2.612,3.57530
2.613,3.57519
2.614,3.57509
2.615,3.57498
2.616,3.57488
2.617,3.57477
2.618,3.57466
2.619,3.57456
2.620,3.57445
2.621,3.57435
2.622,3.57424
2.623,3.57414
2.624,3.57403
2.625,3.57393
2.626,3.57382
2.627,3.57372
2.628,3.57361
2.629,3.57351
2.630,3.57340
2.631,3.57330
2.632,3.57319
2.633,3.57309
2.634,3.57298
2.635,3.57288
2.636,3.57277
2.637,3.57267
2.638,3.57257
2.639,3.57246
2.640,3.57236
2.641,3.57225
2.642,3.57215
2.643,3.57205
2.644,3.57194
2.645,3.57184
2.646,3.57174
2.647,3.57163
2.648,3.57153
2.649,3.57143
2.650,3.57132
2.651,3.57122
2.652,3.57112
2.653,3.57101
2.654,3.57091
2.655,3.57081
2.656,3.57071
2.657,3.57060
2.658,3.57050
2.659,3.57040
2.660,3.57030
2.661,3.57019
2.662,3.57009
2.663,3.56999
2.664,3.56989
2.665,3.56979
2.666,3.56968
2.667,3.56958
2.668,3.56948
2.669,3.56938
2.670,3.56928
2.671,3.56918
2.672,3.56908
2.673,3.56898
2.674,3.56887
2.675,3.56877
2.676,3.56867
2.677,3.56857
2.678,3.56847
2.679,3.56837
2.680,3.56827
2.681,3.56817
2.682,3.56807
2.683,3.56797
2.684,3.56787
2.685,3.56777
2.686,3.56767
2.687,3.56757
2.688,3.56747
2.689,3.56737
2.690,3.56727
2.691,3.56717
2.692,3.56707
2.693,3.56697
2.694,3.56687
2.695,3.56677
2.696,3.56667
2.697,3.56657
2.698,3.56647
2.699,3.56638
2.700,3.56628
2.701,3.56618
2.702,3.56608
2.703,3.56598
2.704,3.56588
2.705,3.56578
2.706,3.56568
2.707,3.56559
2.708,3.56549
2.709,3.56539
2.710,3.56529
2.711,3.56519
2.712,3.56510
2.713,3.56500
2.714,3.56490
2.715,3.56480
2.716,3.56471
2.717,3.56461
2.718,3.56451
2.719,3.56441
2.720,3.56432
2.721,3.56422
2.722,3.56412
2.723,3.56402
2.724,3.56393
2.725,3.56383
2.726,3.56373
2.727,3.56364
2.728,3.56354
2.729,3.56344
2.730,3.56335
2.731,3.56325
2.732,3.56315
2.733,3.56306
2.734,3.56296
2.735,3.56287
2.736,3.56277
2.737,3.56267
2.738,3.56258
2.739,3.56248
2.740,3.56239
2.741,3.56229
2.742,3.56220
2.743,3.56210
2.744,3.56200
2.745,3.56191
2.746,3.56181
2.747,3.56172
2.748,3.56162
2.749,3.56153
2.750,3.56143
2.751,3.56134
2.752,3.56124
2.753,3.56115
2.754,3.56106
2.755,3.56096
2.756,3.56087
2.757,3.56077
2.758,3.56068
2.759,3.56058
2.760,3.56049
2.761,3.56040
2.762,3.56030
2.763,3.56021
2.764,3.56011
2.765,3.56002
2.766,3.55993
2.767,3.55983
2.768,3.55974
2.769,3.55965
2.770,3.55955
2.771,3.55946
2.772,3.55937
2.773,3.55927
2.774,3.55918
2.775,3.55909
2.776,3.55899
2.777,3.55890
2.778,3.55881
2.779,3.55872
2.780,3.55862
2.781,3.55853
2.782,3.55844
2.783,3.55835
2.784,3.55825
2.785,3.55816
2.786,3.55807
2.787,3.55798
2.788,3.55788
2.789,3.55779
2.790,3.55770
2.791,3.55761
2.792,3.55752
2.793,3.55743
2.794,3.55733
2.795,3.55724
2.796,3.55715
2.797,3.55706
2.798,3.55697
2.799,3.55688
2.800,3.55679
2.801,3.55670
2.802,3.55660
2.803,3.55651
2.804,3.55642
2.805,3.55633
2.806,3.55624
2.807,3.55615
2.808,3.55606
2.809,3.55597
2.810,3.55588
2.811,3.55579
2.812,3.55570
2.813,3.55561
2.814,3.55552
2.815,3.55543
2.816,3.55534
2.817,3.55525
2.818,3.55516
2.819,3.55507
2.820,3.55498
2.821,3.55489
2.822,3.55480
2.823,3.55471
2.824,3.55462
2.825,3.55453
2.826,3.55444
2.827,3.55435
2.828,3.55427
2.829,3.55418
2.830,3.55409
2.831,3.55400
2.832,3.55391
2.833,3.55382
2.834,3.55373
2.835,3.55364
2.836,3.55356
2.837,3.55347
2.838,3.55338
2.839,3.55329
2.840,3.55320
2.841,3.55311
2.842,3.55303
2.843,3.55294
2.844,3.55285
2.845,3.55276
2.846,3.55267
2.847,3.55259
2.848,3.55250
2.849,3.55241
2.850,3.55232
2.851,3.55224
2.852,3.55215
2.853,3.55206
2.854,3.55197
2.855,3.55189
2.856,3.55180
2.857,3.55171
2.858,3.55163
2.859,3.55154
2.860,3.55145
2.861,3.55137
2.862,3.55128
2.863,3.55119
2.864,3.55111
2.865,3.55102
2.866,3.55093
2.867,3.55085
2.868,3.55076
2.869,3.55068
2.870,3.55059
2.871,3.55050
2.872,3.55042
2.873,3.55033
2.874,3.55025
2.875,3.55016
2.876,3.55007
2.877,3.54999
2.878,3.54990
2.879,3.54982
2.880,3.54973
2.881,3.54965
2.882,3.54956
2.883,3.54948
2.884,3.54939
2.885,3.54931
2.886,3.54922
2.887,3.54914
2.888,3.54905
2.889,3.54897
2.890,3.54888
2.891,3.54880
2.892,3.54871
2.893,3.54863
2.894,3.54854
2.895,3.54846
2.896,3.54838
2.897,3.54829
2.898,3.54821
2.899,3.54812
2.900,3.54804
2.901,3.54795
2.902,3.54787
2.903,3.54779
2.904,3.54770
2.905,3.54762
2.906,3.54754
2.907,3.54745
2.908,3.54737
2.909,3.54729
2.910,3.54720
2.911,3.54712
2.912,3.54704
2.913,3.54695
2.914,3.54687
2.915,3.54679
2.916,3.54670
2.917,3.54662
2.918,3.54654
2.919,3.54646
2.920,3.54637
2.921,3.54629
2.922,3.54621
2.923,3.54612
2.924,3.54604
2.925,3.54596
2.926,3.54588
2.927,3.54580
2.928,3.54571
2.929,3.54563
2.930,3.54555
2.931,3.54547
2.932,3.54539
2.933,3.54530
2.934,3.54522
2.935,3.54514
2.936,3.54506
2.937,3.54498
2.938,3.54490
2.939,3.54481
2.940,3.54473
2.941,3.54465
2.942,3.54457
2.943,3.54449
2.944,3.54441
2.945,3.54433
2.946,3.54425
2.947,3.54417
2.948,3.54408
2.949,3.54400
2.950,3.54392
2.951,3.54384
2.952,3.54376
2.953,3.54368
2.954,3.54360
2.955,3.54352
2.956,3.54344
2.957,3.54336
2.958,3.54328
2.959,3.54320
2.960,3.54312
2.961,3.54304
2.962,3.54296
2.963,3.54288
2.964,3.54280
2.965,3.54272
2.966,3.54264
2.967,3.54256
2.968,3.54248
2.969,3.54240
2.970,3.54232
2.971,3.54224
2.972,3.54216
2.973,3.54208
2.974,3.54201
2.975,3.54193
2.976,3.54185
2.977,3.54177
2.978,3.54169
2.979,3.54161
2.980,3.54153
2.981,3.54145
2.982,3.54137
2.983,3.54130
2.984,3.54122
2.985,3.54114
2.986,3.54106
2.987,3.54098
2.988,3.54090
2.989,3.54083
2.990,3.54075
2.991,3.54067
2.992,3.54059
2.993,3.54051
2.994,3.54044
2.995,3.54036
2.996,3.54028
2.997,3.54020
2.998,3.54013
2.999,3.54005
3.000,3.53997
3.001,3.53989
3.002,3.53982
3.003,3.53974
3.004,3.53966
3.005,3.53958
3.006,3.53951
3.007,3.53943
3.008,3.53935
3.009,3.53928
3.010,3.53920
3.011,3.53912
3.012,3.53905
3.013,3.53897
3.014,3.53889
3.015,3.53882
3.016,3.53874
3.017,3.53866
3.018,3.53859
3.019,3.53851
3.020,3.53843
3.021,3.53836
3.022,3.53828
3.023,3.53821
3.024,3.53813
3.025,3.53805
3.026,3.53798
3.027,3.53790
3.028,3.53783
3.029,3.53775
3.030,3.53767
3.031,3.53760
3.032,3.53752
3.033,3.53745
3.034,3.53737
3.035,3.53730
3.036,3.53722
3.037,3.53715
3.038,3.53707
3.039,3.53700
3.040,3.53692
3.041,3.53685
3.042,3.53677
3.043,3.53670
3.044,3.53662
3.045,3.53655
3.046,3.53647
3.047,3.53640
3.048,3.53632
3.049,3.53625
3.050,3.53618
3.051,3.53610
3.052,3.53603
3.053,3.53595
3.054,3.53588
3.055,3.53580
3.056,3.53573
3.057,3.53566
3.058,3.53558
3.059,3.53551
3.060,3.53543
3.061,3.53536
3.062,3.53529
3.063,3.53521
3.064,3.53514
3.065,3.53507
3.066,3.53499
3.067,3.53492
3.068,3.53485
3.069,3.53477
3.070,3.53470
3.071,3.53463
3.072,3.53455
3.073,3.53448
3.074,3.53441
3.075,3.53434
3.076,3.53426
3.077,3.53419
3.078,3.53412
3.079,3.53404
3.080,3.53397
3.081,3.53390
3.082,3.53383
3.083,3.53375
3.084,3.53368
3.085,3.53361
3.086,3.53354
3.087,3.53347
3.088,3.53339
3.089,3.53332
3.090,3.53325
3.091,3.53318
3.092,3.53311
3.093,3.53303
3.094,3.53296
3.095,3.53289
3.096,3.53282
3.097,3.53275
3.098,3.53268
3.099,3.53260
3.100,3.53253
3.101,3.53246
3.102,3.53239
3.103,3.53232
3.104,3.53225
3.105,3.53218
3.106,3.53211
3.107,3.53203
3.108,3.53196
3.109,3.53189
3.110,3.53182
3.111,3.53175
3.112,3.53168
3.113,3.53161
3.114,3.53154
3.115,3.53147
3.116,3.53140
3.117,3.53133
3.118,3.53126
3.119,3.53119
3.120,3.53112
3.121,3.53105
3.122,3.53098
3.123,3.53091
3.124,3.53084
3.125,3.53077
3.126,3.53070
3.127,3.53063
3.128,3.53056
3.129,3.53049
3.130,3.53042
3.131,3.53035
3.132,3.53028
3.133,3.53021
3.134,3.53014
3.135,3.53007
3.136,3.53000
3.137,3.52993
3.138,3.52986
3.139,3.52979
3.140,3.52972
3.141,3.52966
3.142,3.52959
3.143,3.52952
3.144,3.52945
3.145,3.52938
3.146,3.52931
3.147,3.52924
3.148,3.52917
3.149,3.52911
3.150,3.52904
3.151,3.52897
3.152,3.52890
3.153,3.52883
3.154,3.52876
3.155,3.52870
3.156,3.52863
3.157,3.52856
3.158,3.52849
3.159,3.52842
3.160,3.52836
3.161,3.52829
3.162,3.52822
3.163,3.52815
3.164,3.52808
3.165,3.52802
3.166,3.52795
3.167,3.52788
3.168,3.52781
3.169,3.52775
3.170,3.52768
3.171,3.52761
3.172,3.52754
3.173,3.52748
3.174,3.52741
3.175,3.52734
3.176,3.52728
3.177,3.52721
3.178,3.52714
3.179,3.52708
3.180,3.52701
3.181,3.52694
3.182,3.52688
3.183,3.52681
3.184,3.52674
3.185,3.52668
3.186,3.52661
3.187,3.52654
3.188,3.52648
3.189,3.52641
3.190,3.52634
3.191,3.52628
3.192,3.52621
3.193,3.52615
3.194,3.52608
3.195,3.52601
3.196,3.52595
3.197,3.52588
3.198,3.52582
3.199,3.52575
3.200,3.52569
3.201,3.52562
3.202,3.52555
3.203,3.52549
3.204,3.52542
3.205,3.52536
3.206,3.52529
3.207,3.52523
3.208,3.52516
3.209,3.52510
3.210,3.52503
3.211,3.52497
3.212,3.52490
3.213,3.52484
3.214,3.52477
3.215,3.52471
3.216,3.52464
3.217,3.52458
3.218,3.52451
3.219,3.52445
3.220,3.52438
3.221,3.52432
3.222,3.52426
3.223,3.52419
3.224,3.52413
3.225,3.52406
3.226,3.52400
3.227,3.52393
3.228,3.52387
3.229,3.52381
3.230,3.52374
3.231,3.52368
3.232,3.52361
3.233,3.52355
3.234,3.52349
3.235,3.52342
3.236,3.52336
3.237,3.52330
3.238,3.52323
3.239,3.52317
3.240,3.52311
3.241,3.52304
3.242,3.52298
3.243,3.52292
3.244,3.52285
3.245,3.52279
3.246,3.52273
3.247,3.52266
3.248,3.52260
3.249,3.52254
3.250,3.52247
3.251,3.52241
3.252,3.52235
3.253,3.52229
3.254,3.52222
3.255,3.52216
3.256,3.52210
3.257,3.52204
3.258,3.52197
3.259,3.52191
3.260,3.52185
3.261,3.52179
3.262,3.52172
3.263,3.52166
3.264,3.52160
3.265,3.52154
3.266,3.52148
3.267,3.52141
3.268,3.52135
3.269,3.52129
3.270,3.52123
3.271,3.52117
3.272,3.52111
3.273,3.52104
3.274,3.52098
3.275,3.52092
3.276,3.52086
3.277,3.52080
3.278,3.52074
3.279,3.52068
3.280,3.52061
3.281,3.52055
3.282,3.52049
3.283,3.52043
3.284,3.52037
3.285,3.52031
3.286,3.52025
3.287,3.52019
3.288,3.52013
3.289,3.52007
3.290,3.52001
3.291,3.51995
3.292,3.51988
3.293,3.51982
3.294,3.51976
3.295,3.51970
3.296,3.51964
3.297,3.51958
3.298,3.51952
3.299,3.51946
3.300,3.51940

wl,k
0.245,0.85891
0.246,0.86471
0.247,0.87070
0.248,0.87818
0.249,0.88643
0.250,0.89536
0.251,0.90551
0.252,0.91610
0.253,0.92730
0.254,0.93916
0.255,0.95133
0.256,0.96405
0.257,0.97711
0.258,0.99041
0.259,1.00397
0.260,1.01761
0.261,1.03135
0.262,1.04515
0.263,1.05896
0.264,1.07278
0.265,1.08643
0.266,1.09997
0.267,1.11325
0.268,1.12637
0.269,1.13931
0.270,1.15187
0.271,1.16424
0.272,1.17629
0.273,1.18803
0.274,1.19956
0.275,1.21057
0.276,1.22129
0.277,1.23176
0.278,1.24172
0.279,1.25148
0.280,1.26095
0.281,1.27002
0.282,1.27879
0.283,1.28726
0.284,1.29546
0.285,1.30339
0.286,1.31109
0.287,1.31856
0.288,1.32583
0.289,1.33291
0.290,1.33984
0.291,1.34664
0.292,1.35332
